gene,compartment,log2FoldChange,abs_log2FC,padj,negLogP,tau_specificity,detection_rate_cirrh,pathway_relevance,druggability,surface_or_secreted,literature_fibrosis,cci_evidence,rule_score,ml_score,final_score,translational_category
KRT18,Mesenchyme,1.759118727575623,1.759118727575623,0.0290676251398701,1.5365904491646052,0.7975972201236716,0.6769825918762089,0,0,0,0,0.0,0.24867731999087467,0.0,0.17407412399361225,Exploratory
SLC2A4,Mesenchyme,-2.4320919727858588,2.4320919727858588,0.0077066521552993,2.113134242732335,0.996196880755259,0.0367504835589942,0,0,0,0,0.0,0.24864169695245641,0.0,0.17404918786671947,Exploratory
LAMA2,Mesenchyme,2.289630267785204,2.289630267785204,0.022573345003629,1.6464040807548395,0.9813976432835527,0.11992263056092843,0,0,0,0,0.0,0.2485725044400713,0.0,0.1740007531080499,Exploratory
MRC1,Endothelial,-2.344362164154631,2.344362164154631,8.689686250784488e-10,9.060995903875023,0.8484912475957197,0.15781544256120528,0,0,0,0,0.0,0.2482425126516536,0.0,0.1737697588561575,Exploratory
CD4,Endothelial,-3.2973890977529567,3.2973890977529567,2.509804114286092e-06,5.600360173102392,0.8259178727619813,0.10696798493408663,0,0,0,0,0.0,0.24822858344361085,0.0,0.17376000841052758,Exploratory
GPR182,Endothelial,-2.0746162034584903,2.0746162034584903,0.0001539417842904,3.8126434839777605,0.9854220252597777,0.08022598870056497,0,0,0,0,0.0,0.24798801921156824,0.0,0.17359161344809776,Exploratory
FGF13,Endothelial,4.571588796053721,4.571588796053721,0.0223773269761022,1.6501917921982376,0.7876584278858533,0.02862523540489642,0,0,0,0,0.0,0.24762534480546247,0.0,0.1733377413638237,Exploratory
GGT5,Mesenchyme,1.7801903280692433,1.7801903280692433,0.0039218591568603,2.406508006919307,0.935228639684592,0.30754352030947774,0,0,0,0,0.0,0.24729590646225558,0.0,0.1731071345235789,Exploratory
TPM1,Mesenchyme,-1.037433822362579,1.037433822362579,0.0410137812214478,1.3870701895540527,0.802960065802996,0.8239845261121856,0,0,0,0,0.0,0.24725071906633062,0.0,0.17307550334643143,Exploratory
NAT8,Endothelial,-3.1355870205545022,3.1355870205545022,0.0125756484238101,1.900469612663888,0.9361327193000246,0.005649717514124294,0,0,0,0,0.0,0.24723817830460354,0.0,0.17306672481322247,Exploratory
LAMA4,Endothelial,1.5043823660080684,1.5043823660080684,0.002072652596308,2.6834734852433684,0.9186673369952383,0.40037664783427496,0,0,0,0,0.0,0.24723167392441242,0.0,0.17306217174708868,Exploratory
AKAP12,Endothelial,-2.716091870649833,2.716091870649833,0.0028364796858268,2.547220322398915,0.8680294695445533,0.239924670433145,0,0,0,0,0.0,0.24722645390866732,0.0,0.17305851773606712,Exploratory
CNN1,Mesenchyme,-1.4747522852500292,1.4747522852500292,0.0047702540023348,2.3214584954094777,0.9848228341785273,0.26499032882011603,0,0,0,0,0.0,0.24716745919363262,0.0,0.17301722143554282,Exploratory
CHST1,Endothelial,2.821877225636937,2.821877225636937,0.0005694488506485,3.2445452792736136,0.9242986869062104,0.0583804143126177,0,0,0,0,0.0,0.24705992038833657,0.0,0.1729419442718356,Exploratory
RCN3,Mesenchyme,2.472234156284668,2.472234156284668,0.001334118507015,2.8748055912164996,0.8701969174964276,0.27852998065764023,0,0,0,0,0.0,0.24702453343351533,0.0,0.17291717340346072,Exploratory
MXRA5,Mesenchyme,2.7991733774804044,2.7991733774804044,0.0058334710879486,2.2340729502568744,0.9269104853728026,0.09090909090909091,0,0,0,0,0.0,0.24690607401675654,0.0,0.17283425181172957,Exploratory
GFPT2,Mesenchyme,2.232396240096227,2.232396240096227,0.0172426342390893,1.7633963842128038,0.9799430623914805,0.11411992263056092,0,0,0,0,0.0,0.24671961224279756,0.0,0.17270372856995828,Exploratory
IGFBP2,Mesenchyme,3.067236252489065,3.067236252489065,0.0002403874410324,3.619088225657665,0.7829031168063798,0.31334622823984526,0,0,0,0,0.0,0.24663337418465378,0.0,0.17264336192925764,Exploratory
RBPMS2,Mesenchyme,-1.7440688253974714,1.7440688253974714,0.002354938989754,2.6280203398116884,0.9847730691922602,0.18568665377176016,0,0,0,0,0.0,0.24657480535914655,0.0,0.1726023637514026,Exploratory
HPGD,Endothelial,-2.93216728099263,2.93216728099263,0.0328683236777834,1.4832224448704021,0.9605377926957688,0.003766478342749529,0,0,0,0,0.0,0.24654509533472393,0.0,0.17258156673430675,Exploratory
SERPING1,Mesenchyme,1.5985287506218937,1.5985287506218937,0.0219722141623587,1.6581261765777981,0.7153822369094068,0.8781431334622823,0,0,0,0,0.0,0.24630339700015935,0.0,0.17241237790011155,Exploratory
RGS11,Endothelial,-3.5707330775718757,3.5707330775718757,0.0204615168891511,1.6890621735481701,0.893295965842378,0.0011299435028248588,0,0,0,0,0.0,0.24624187544658557,0.0,0.1723693128126099,Exploratory
PDGFD,Mesenchyme,3.093363967752591,3.093363967752591,0.0107915394619325,1.966916596824768,0.8766277961119034,0.13926499032882012,0,0,0,0,0.0,0.2459769174760314,0.0,0.17218384223322197,Exploratory
CFP,Endothelial,-2.390211604347797,2.390211604347797,0.0002432603820886,3.6139286154478074,0.942403335343843,0.09340866290018833,0,0,0,0,0.0,0.24597027392983536,0.0,0.17217919175088475,Exploratory
RSPO3,Mesenchyme,2.722721186841947,2.722721186841947,0.0334012385164648,1.4762374292694538,0.955052291046104,0.058027079303675046,0,0,0,0,0.0,0.24577556848722154,0.0,0.17204289794105507,Exploratory
HAMP,Macrophage,2.385386242561089,2.385386242561089,0.0027087029147065,2.5672386249331782,0.9723600912093074,0.0548141086749285,0,0,0,0,0.0,0.24536865621756557,0.0,0.17175805935229588,Exploratory
LIFR,Endothelial,-2.050978710617562,2.050978710617562,0.0194054623698045,1.7120760049588846,0.9622178694385548,0.18531073446327684,0,0,0,0,0.0,0.24529301620708677,0.0,0.17170511134496072,Exploratory
TIMP3,Endothelial,-1.7672098561456897,1.7672098561456897,0.024331103160668,1.6138381999171225,0.8037692728647456,0.6225988700564972,0,0,0,0,0.0,0.24513256511141165,0.0,0.17159279557798815,Exploratory
MEG3,Endothelial,-3.253861960622961,3.253861960622961,0.0001895100952465,3.7223676501124277,0.8692663662474533,0.04821092278719397,0,0,0,0,0.0,0.24496003118171913,0.0,0.1714720218272034,Exploratory
MS4A4A,Endothelial,-2.700644735035288,2.700644735035288,0.0044085530145387,2.3557039322828026,0.9556826500786526,0.021092278719397364,0,0,0,0,0.0,0.2447462602811637,0.0,0.1713223821968146,Exploratory
RBM24,Mesenchyme,-2.347724211822139,2.347724211822139,0.0182607820750434,1.7384806263853796,0.9973607178559476,0.027079303675048357,0,0,0,0,0.0,0.24468259428944997,0.0,0.17127781600261496,Exploratory
ENG,Mesenchyme,1.4394993286761877,1.4394993286761877,0.0482879562436727,1.3161611754420313,0.9164158829658833,0.4410058027079304,0,0,0,0,0.0,0.24453858182221516,0.0,0.1711770072755506,Exploratory
FMOD,Mesenchyme,2.445482209351318,2.445482209351318,0.0063765110443906,2.195416883759876,0.9231417767957684,0.15860735009671179,0,0,0,0,0.0,0.24440112069367445,0.0,0.1710807844855721,Exploratory
CTSK,Mesenchyme,2.0600617150721963,2.0600617150721963,0.0047702540023348,2.3214584954094777,0.9348713512412816,0.21470019342359767,0,0,0,0,0.0,0.24417365279374856,0.0,0.17092155695562397,Exploratory
PLTP,Mesenchyme,2.7190467568300987,2.7190467568300987,0.0001104918618845,3.9566697081219457,0.7382550096556394,0.4622823984526112,0,0,0,0,0.0,0.2441528201800074,0.0,0.17090697412600517,Exploratory
RP5-966M1.6,Mesenchyme,-2.0542165787519817,2.0542165787519817,0.0267740107346188,1.572286566824147,0.9973942590541297,0.09477756286266925,0,0,0,0,0.0,0.2440298424014537,0.0,0.17082088968101758,Exploratory
MGARP,Mesenchyme,3.478944471746004,3.478944471746004,0.0277320295819878,1.5570183452074642,0.8685867356217699,0.059961315280464215,0,0,0,0,0.0,0.24376756510010825,0.0,0.17063729557007576,Exploratory
RNASE1,Mesenchyme,2.381884221456675,2.381884221456675,0.0242478118805559,1.6153274459720668,0.9419075547979068,0.14313346228239845,0,0,0,0,0.0,0.24373999608237884,0.0,0.1706179972576652,Exploratory
CPLX1,Endothelial,1.497529532097548,1.497529532097548,0.0228758903812821,1.6406219932111479,0.9580261818600582,0.3103578154425612,0,0,0,0,0.0,0.24364431816973117,0.0,0.1705510227188118,Exploratory
PLPP3,Endothelial,-1.4327989595028263,1.4327989595028263,0.0287313935024092,1.5416433097640423,0.8960644234334939,0.4696798493408663,0,0,0,0,0.0,0.2432848997769541,0.0,0.17029942984386787,Exploratory
ECM1,Endothelial,-2.9110247038928727,2.9110247038928727,7.509509857697828e-07,6.124388408274642,0.8637727654654158,0.03992467043314501,0,0,0,0,0.0,0.24312557328653364,0.0,0.17018790130057354,Exploratory
HLA-DRB5,Endothelial,1.430328850618091,1.430328850618091,0.0445985291776083,1.350679463722421,0.8189219585168865,0.6549905838041431,0,0,0,0,0.0,0.24312439198032992,0.0,0.17018707438623093,Exploratory
BASP1,Endothelial,-3.2044434695208937,3.2044434695208937,1.8714247649666368e-06,5.727827627708849,0.8473158531327488,0.021845574387947268,0,0,0,0,0.0,0.2429704854153501,0.0,0.17007933979074505,Exploratory
C7,Mesenchyme,1.744140315770223,1.744140315770223,0.0342414181383919,1.4654482569351825,0.8855033073302465,0.4197292069632495,0,0,0,0,0.0,0.242840049511584,0.0,0.1699880346581088,Exploratory
SUSD5,Mesenchyme,-2.382520273055556,2.382520273055556,0.0290676251398701,1.5365904491646052,0.9874188752246272,0.027079303675048357,0,0,0,0,0.0,0.2424826769800868,0.0,0.16973787388606074,Exploratory
ATP1A2,Mesenchyme,-1.9829620210264465,1.9829620210264465,0.0028002111746299,2.552809215615559,0.9890808969896032,0.08123791102514506,0,0,0,0,0.0,0.2424556030948265,0.0,0.16971892216637854,Exploratory
NTRK2,Mesenchyme,-1.7070667220425262,1.7070667220425262,0.0178515601760689,1.7483238217788162,0.9944660602857656,0.16054158607350097,0,0,0,0,0.0,0.2424205652263268,0.0,0.16969439565842875,Exploratory
GPRC5A,Mesenchyme,2.679350593813888,2.679350593813888,0.0197779801306812,1.7038180637444866,0.8838766399111033,0.19148936170212766,0,0,0,0,0.0,0.24230846406932255,0.0,0.16961592484852578,Exploratory
PTGER3,Mesenchyme,3.2399202534329525,3.2399202534329525,0.018609401729586,1.7302675887024401,0.8859570252260981,0.05415860735009671,0,0,0,0,0.0,0.24224797825381045,0.0,0.1695735847776673,Exploratory
SNCG,Endothelial,1.1527617661234972,1.1527617661234972,0.0204615168891511,1.6890621735481701,0.8568765506557902,0.608286252354049,0,0,0,0,0.0,0.24198010214439414,0.0,0.16938607150107587,Exploratory
PPP1R12B,Mesenchyme,-1.436760745788982,1.436760745788982,0.0025408364787572,2.5950232840478527,0.9216669675016093,0.35589941972920697,0,0,0,0,0.0,0.24159801781029944,0.0,0.1691186124672096,Exploratory
NRIP2,Mesenchyme,-2.146072869567823,2.146072869567823,0.0043542454358885,2.3610870947143416,0.9746292784378702,0.0735009671179884,0,0,0,0,0.0,0.24146404073751382,0.0,0.16902482851625966,Exploratory
C1QTNF1,Endothelial,-2.2660027011693304,2.2660027011693304,9.371095939837536e-07,6.0282096158580805,0.8966699612702221,0.10056497175141244,0,0,0,0,0.0,0.24145374205861475,0.0,0.1690176194410303,Exploratory
SLIT2,Mesenchyme,2.4969358477908155,2.4969358477908155,0.0334012385164648,1.4762374292694538,0.9282580089888246,0.1276595744680851,0,0,0,0,0.0,0.24122033909500457,0.0,0.16885423736650318,Exploratory
APOD,Mesenchyme,2.524588571091747,2.524588571091747,0.0057051459723825,2.2437332392055898,0.9065296880275424,0.1450676982591876,0,0,0,0,0.0,0.24119110038796684,0.0,0.16883377027157678,Exploratory
C2,Mesenchyme,2.180518571116428,2.180518571116428,0.0088631228769483,2.052413229663219,0.8994798153093831,0.24564796905222436,0,0,0,0,0.0,0.24090807018428156,0.0,0.1686356491289971,Exploratory
ACTG2,Mesenchyme,-1.9781059071352265,1.9781059071352265,0.0172502626450241,1.7632042881607763,0.9920767553433911,0.0851063829787234,0,0,0,0,0.0,0.24070392202747426,0.0,0.16849274541923198,Exploratory
MST1,Mesenchyme,2.753009375295401,2.753009375295401,0.0479765965317322,1.3189705642030236,0.9077781005852382,0.11411992263056092,0,0,0,0,0.0,0.24053454781908826,0.0,0.16837418347336178,Exploratory
RP11-394O4.5,Mesenchyme,-1.585255371153338,1.585255371153338,0.0133351283190802,1.8750028008964652,0.9882483075519188,0.1760154738878143,0,0,0,0,0.0,0.24011013045114277,0.0,0.16807709131579993,Exploratory
LDB3,Mesenchyme,-1.9053456240705196,1.9053456240705196,0.0054213811008342,2.2658900625272143,0.9914241400992294,0.07736943907156674,0,0,0,0,0.0,0.2398118963557713,0.0,0.1678683274490399,Exploratory
PDE3A,Mesenchyme,-1.955753238271253,1.955753238271253,0.0049108233542172,2.308845687466538,0.9867192936458951,0.0735009671179884,0,0,0,0,0.0,0.23965457195671708,0.0,0.16775820036970193,Exploratory
CD200,Mesenchyme,2.9485311638438123,2.9485311638438123,0.0470352890416358,1.3275761828009096,0.8892317077137637,0.10251450676982592,0,0,0,0,0.0,0.2396500969217148,0.0,0.16775506784520033,Exploratory
ADH1B,Mesenchyme,1.435816149011179,1.435816149011179,0.0416834075295998,1.380036785610348,0.9457451521442034,0.32108317214700194,0,0,0,0,0.0,0.23951469402153872,0.0,0.16766028581507708,Exploratory
INMT,Mesenchyme,1.892321409124384,1.892321409124384,0.001489413443762,2.826984730440748,0.8986176948868314,0.2727272727272727,0,0,0,0,0.0,0.23935325732484405,0.0,0.16754728012739084,Exploratory
IL1R1,Mesenchyme,2.891164460664001,2.891164460664001,0.0006547025435067,3.183955971849076,0.777210424831809,0.30754352030947774,0,0,0,0,0.0,0.23911238951722885,0.0,0.1673786726620602,Exploratory
CDA,Endothelial,2.29456054370542,2.29456054370542,0.0134040462399974,1.8727640826465934,0.8215215617437588,0.3887005649717514,0,0,0,0,0.0,0.23909275650777892,0.0,0.16736492955544524,Exploratory
MRC2,Mesenchyme,2.5549318045975373,2.5549318045975373,0.0003385129916386,3.470424659065443,0.8537127761316347,0.19729206963249515,0,0,0,0,0.0,0.23904591577626094,0.0,0.16733214104338265,Exploratory
GATA4,Endothelial,-3.400970858870168,3.400970858870168,0.0001877091443188,3.7265145700506745,0.8439758490433414,0.012052730696798493,0,0,0,0,0.0,0.23890237700331882,0.0,0.16723166390232316,Exploratory
SERPINI1,Mesenchyme,-2.03266389784028,2.03266389784028,0.0431406314422015,1.3651135024913132,0.9478917220580965,0.1702127659574468,0,0,0,0,0.0,0.23882054691732132,0.0,0.1671743828421249,Exploratory
KCNA5,Mesenchyme,-2.1157841427583826,2.1157841427583826,0.0251918094694175,1.5987406370132053,0.986733526364176,0.05029013539651837,0,0,0,0,0.0,0.23862663735432615,0.0,0.1670386461480283,Exploratory
CXCL16,Endothelial,-2.8084294465150266,2.8084294465150266,2.562187991141977e-09,8.591389008658316,0.7840519985425283,0.11902071563088512,0,0,0,0,0.0,0.23857024939031726,0.0,0.16699917457322208,Exploratory
MASP1,Endothelial,-3.5471939303569933,3.5471939303569933,2.717873488832486e-06,5.565770762607451,0.7998458159915186,0.011676082862523541,0,0,0,0,0.0,0.23834114591888508,0.0,0.16683880214321956,Exploratory
MDFI,Endothelial,2.547188008591472,2.547188008591472,0.0113970872941616,1.9432061253039714,0.9053700997642513,0.1224105461393597,0,0,0,0,0.0,0.238146732671539,0.0,0.1667027128700773,Exploratory
RASGEF1B,Endothelial,-3.623579287049686,3.623579287049686,1.9322969941441844e-08,7.713926121706691,0.7520034061902535,0.026741996233521657,0,0,0,0,0.0,0.23789283001025943,0.0,0.1665249810071816,Exploratory
EVA1B,Mesenchyme,2.4679371101669503,2.4679371101669503,1.0426742775230531e-05,4.9818513402479,0.7690102299478058,0.3481624758220503,0,0,0,0,0.0,0.23757614158421697,0.0,0.16630329910895186,Exploratory
TFPI2,Endothelial,-2.666654661213878,2.666654661213878,0.0011151804934015,2.952654835804693,0.8901526740544886,0.08549905838041431,0,0,0,0,0.0,0.23718215183486901,0.0,0.1660275062844083,Exploratory
KCNK1,Mesenchyme,3.8326497626075935,3.8326497626075935,0.040500623957741,1.3925382859380115,0.8053880901926191,0.059961315280464215,0,0,0,0,0.0,0.23673776781920314,0.0,0.1657164374734422,Exploratory
NBL1,Mesenchyme,1.9305741408404424,1.9305741408404424,0.000143146775647,3.844218429930098,0.8317869644883743,0.3578336557059961,0,0,0,0,0.0,0.2366932781306286,0.0,0.16568529469144,Exploratory
ABCA8,Mesenchyme,2.0286301843536725,2.0286301843536725,0.006818856303286,2.166288461534765,0.905376813647387,0.2205029013539652,0,0,0,0,0.0,0.23661180011867128,0.0,0.16562826008306988,Exploratory
VMO1,Endothelial,-2.521816119939206,2.521816119939206,0.0001780019080855,3.7495753422609814,0.8984767257228816,0.06591337099811675,0,0,0,0,0.0,0.23652771752003404,0.0,0.1655694022640238,Exploratory
NEURL1B,Endothelial,2.1395212391501235,2.1395212391501235,0.0009836614905744,3.007154330500174,0.8853103545218148,0.21129943502824858,0,0,0,0,0.0,0.23650637552549858,0.0,0.165554462867849,Exploratory
ITGA7,Mesenchyme,-1.4411529193092625,1.4411529193092625,0.0273545883511654,1.5629698163704275,0.9880178974767707,0.18375241779497098,0,0,0,0,0.0,0.23638733983033144,0.0,0.165471137881232,Exploratory
WNT7B,Mesenchyme,-3.0800505826637035,3.0800505826637035,0.0144106265721317,1.8413171357090208,0.8889757266456609,0.02127659574468085,0,0,0,0,0.0,0.23631111776116692,0.0,0.16541778243281682,Exploratory
SAMD11,Mesenchyme,2.401387266651255,2.401387266651255,0.0116028695867486,1.9354345890861255,0.914431458983085,0.11605415860735009,0,0,0,0,0.0,0.23618936774279925,0.0,0.16533255741995947,Exploratory
S100A13,Mesenchyme,2.2844399851556223,2.2844399851556223,3.107740483069896e-09,8.507555254824938,0.6386426605809303,0.5493230174081238,0,0,0,0,0.0,0.23518693836727134,0.0,0.16463085685708992,Exploratory
WDR86,Mesenchyme,3.6167244358416295,3.6167244358416295,0.0351914767781963,1.453562508010944,0.8055135517579612,0.09090909090909091,0,0,0,0,0.0,0.2350275646413703,0.0,0.1645192952489592,Exploratory
TMEM98,Mesenchyme,1.8265072369195248,1.8265072369195248,0.002323147791262,2.6339231608894345,0.830345392909764,0.41005802707930367,0,0,0,0,0.0,0.23497448033633628,0.0,0.1644821362354354,Exploratory
PTP4A3,Mesenchyme,-1.531485007614666,1.531485007614666,0.0390424919364653,1.408462470725686,0.9220954858202778,0.30174081237911027,0,0,0,0,0.0,0.23440290016951132,0.0,0.1640820301186579,Exploratory
CTSL,Endothelial,-2.5018047688970757,2.5018047688970757,4.1289888666271635e-08,7.3841562881519165,0.651382076883395,0.4967984934086629,0,0,0,0,0.0,0.2341069275961994,0.0,0.16387484931733956,Exploratory
BMP4,Endothelial,2.7833369939661345,2.7833369939661345,0.0019247958302712,2.7156153308251834,0.8116586766374089,0.21807909604519773,0,0,0,0,0.0,0.2340585081427705,0.0,0.16384095569993934,Exploratory
NT5E,Mesenchyme,3.9442030043289584,3.9442030043289584,0.0126655486533861,1.8973759924524245,0.7749137866050128,0.059961315280464215,0,0,0,0,0.0,0.2339841076709491,0.0,0.16378887536966436,Exploratory
DGKG,Mesenchyme,-2.136564843614015,2.136564843614015,0.0124778486990728,1.9038602847383665,0.9538062824718969,0.059961315280464215,0,0,0,0,0.0,0.2334590245625496,0.0,0.16342131719378472,Exploratory
GPX8,Mesenchyme,2.1539366643966638,2.1539366643966638,0.0024043435264073,2.6190034813596004,0.8653108857773999,0.23404255319148937,0,0,0,0,0.0,0.23311868033087504,0.0,0.16318307623161252,Exploratory
BNC2,Mesenchyme,4.04485534798559,4.04485534798559,0.00986482649521,2.00591054881377,0.7391965015595054,0.10058027079303675,0,0,0,0,0.0,0.23244922462472428,0.0,0.162714457237307,Exploratory
CDH11,Endothelial,-2.323932665171378,2.323932665171378,0.0276881857928069,1.5577054995084934,0.9542222521375427,0.015819209039548022,0,0,0,0,0.0,0.2323254208523558,0.0,0.16262779459664906,Exploratory
EHD3,Endothelial,-2.541677494384159,2.541677494384159,0.0116964868044228,1.9319445647984086,0.9190620152590767,0.03352165725047081,0,0,0,0,0.0,0.23228067295191165,0.0,0.16259647106633815,Exploratory
LGMN,Endothelial,-2.695077025953138,2.695077025953138,4.207829826666205e-09,8.3759418322655,0.7291426893367203,0.21318267419962336,0,0,0,0,0.0,0.23180051854195824,0.0,0.16226036297937077,Exploratory
AQP1,Mesenchyme,2.762060833434973,2.762060833434973,0.0026639557545784,2.574472992603097,0.7957379792476359,0.24177949709864605,0,0,0,0,0.0,0.23173495984109516,0.0,0.1622144718887666,Exploratory
ADAMTS4,Endothelial,-2.817307872463637,2.817307872463637,0.0127427374591862,1.894737264645014,0.8495368992629323,0.12391713747645951,0,0,0,0,0.0,0.23143113139034702,0.0,0.1620017919732429,Exploratory
FCN3,Mesenchyme,-2.573821944086651,2.573821944086651,0.0150663605948602,1.8219916424733327,0.9089360891237447,0.0425531914893617,0,0,0,0,0.0,0.23119613413941853,0.0,0.16183729389759297,Exploratory
TLL1,Endothelial,2.275768416080927,2.275768416080927,0.0458539134737409,1.3386235928724515,0.9373124607982648,0.061393596986817324,0,0,0,0,0.0,0.23106181653464128,0.0,0.1617432715742489,Exploratory
SPRY1,Mesenchyme,1.1165198087357486,1.1165198087357486,0.0289650174254477,1.5381262058918874,0.8054669170691354,0.6286266924564797,0,0,0,0,0.0,0.23066771154036447,0.0,0.1614673980782551,Exploratory
LGALS1,Endothelial,1.6732519513270927,1.6732519513270927,7.419002221591978e-05,4.129654498871191,0.6665533932079154,0.7288135593220338,0,0,0,0,0.0,0.2302620796122541,0.0,0.16118345572857784,Exploratory
MARCKS,Mesenchyme,2.1548668843740204,2.1548668843740204,7.712495172252805e-07,6.112805094811489,0.7016330810758223,0.4661508704061896,0,0,0,0,0.0,0.23026125960285057,0.0,0.16118288172199538,Exploratory
EMILIN1,Endothelial,-2.1599254309329123,2.1599254309329123,0.0071926817475365,2.1431091553736876,0.9436231082479114,0.03653483992467043,0,0,0,0,0.0,0.23011443800946055,0.0,0.16108010660662236,Exploratory
DOC2B,Endothelial,1.4475736699505752,1.4475736699505752,0.0056149343569878,2.2506553166179493,0.961968252313247,0.15630885122410546,0,0,0,0,0.0,0.23009471297338424,0.0,0.16106629908136896,Exploratory
TECTA,Endothelial,-3.1252753382571488,3.1252753382571488,0.0322129183292515,1.4919699284905268,0.8692251890297534,0.0026365348399246705,0,0,0,0,0.0,0.22969673297386475,0.0,0.1607877130817053,Exploratory
AC013461.1,Mesenchyme,-1.8418753304224191,1.8418753304224191,0.0021591082580585,2.66572558152,0.8463408043018577,0.3152804642166344,0,0,0,0,0.0,0.22969260513574818,0.0,0.16078482359502372,Exploratory
SSC5D,Mesenchyme,2.3976490046013117,2.3976490046013117,0.0197779801306812,1.7038180637444866,0.8906884255536669,0.1102514506769826,0,0,0,0,0.0,0.2291905092325524,0.0,0.16043335646278667,Exploratory
TMEM26,Macrophage,-2.1360775292090306,2.1360775292090306,0.0055718114332241,2.2540035898245256,0.9462772985930439,0.0219256434699714,0,0,0,0,0.0,0.2290972701713673,0.0,0.1603680891199571,Exploratory
DSTN,Mesenchyme,-1.2051573432179734,1.2051573432179734,0.00986482649521,2.00591054881377,0.6693813816514861,0.8916827852998066,0,0,0,0,0.0,0.2289475820600969,0.0,0.16026330744206782,Exploratory
FSCN1,Mesenchyme,2.246473713100812,2.246473713100812,0.0343413016814465,1.4641832472544445,0.911311351776049,0.10058027079303675,0,0,0,0,0.0,0.22867046872210833,0.0,0.16006932810547583,Exploratory
IL34,Mesenchyme,2.547194594785228,2.547194594785228,0.0208376089050056,1.6811521173753654,0.8611166591651858,0.13539651837524178,0,0,0,0,0.0,0.22823004704152547,0.0,0.15976103292906782,Exploratory
AKAP6,Mesenchyme,-2.4506226669686093,2.4506226669686093,0.0022087873952371,2.6558460847256353,0.8967283052103252,0.04061895551257253,0,0,0,0,0.0,0.22815557205029421,0.0,0.15970890043520594,Exploratory
CYP1B1,Mesenchyme,2.573967794941584,2.573967794941584,0.0280089597606929,1.5527030203652963,0.859168606926272,0.13733075435203096,0,0,0,0,0.0,0.22815206117654663,0.0,0.15970644282358262,Exploratory
USP2,Mesenchyme,-2.474565278204752,2.474565278204752,0.0088360160494648,2.0537435039608933,0.8940427144193844,0.061895551257253385,0,0,0,0,0.0,0.22814032041672982,0.0,0.15969822429171088,Exploratory
PGM5,Mesenchyme,-2.3278764464863566,2.3278764464863566,0.0415268221034012,1.3816713025950154,0.931435658123844,0.027079303675048357,0,0,0,0,0.0,0.22762687210469168,0.0,0.15933881047328416,Exploratory
SLC8A1,Endothelial,-2.71505912880162,2.71505912880162,0.0008316264125183,3.0800717258956527,0.8715657050567127,0.013935969868173258,0,0,0,0,0.0,0.22726512137417726,0.0,0.15908558496192407,Exploratory
COL21A1,Endothelial,2.004904201819389,2.004904201819389,0.0482408615776947,1.3165849443360411,0.9238613811669116,0.1167608286252354,0,0,0,0,0.0,0.22706003008978473,0.0,0.1589420210628493,Exploratory
ESR1,Endothelial,-3.586555449879165,3.586555449879165,0.0111295799722701,1.9535212255275973,0.8032710303904329,0.004896421845574388,0,0,0,0,0.0,0.22692315317327574,0.0,0.158846207221293,Exploratory
PDE4C,Mesenchyme,-2.33198203900251,2.33198203900251,0.0031032017863763,2.5081899834037635,0.8999687789991629,0.05222437137330754,0,0,0,0,0.0,0.22679015449616052,0.0,0.15875310814731236,Exploratory
CDH6,Mesenchyme,-2.6204235579770865,2.6204235579770865,0.0003385129916386,3.470424659065443,0.839041368632885,0.09284332688588008,0,0,0,0,0.0,0.22671248272864025,0.0,0.15869873791004815,Exploratory
SNAI1,Endothelial,1.3119611311423471,1.3119611311423471,0.0286565038812845,1.54277679501621,0.916570544470345,0.2839924670433145,0,0,0,0,0.0,0.22667514749291373,0.0,0.1586726032450396,Exploratory
C3orf70,Mesenchyme,-2.250121099344445,2.250121099344445,0.0126655486533861,1.8973759924524245,0.9161611869590256,0.05222437137330754,0,0,0,0,0.0,0.2265441475726475,0.0,0.15858090330085323,Exploratory
SUCNR1,Macrophage,-1.521154006191281,1.521154006191281,0.0027087029147065,2.5672386249331782,0.9754680240197414,0.05958055290753098,0,0,0,0,0.0,0.2263783987940027,0.0,0.15846487915580187,Exploratory
SYNM,Mesenchyme,-1.6079070821262291,1.6079070821262291,0.0342414181383919,1.4654482569351825,0.9596093799081534,0.11218568665377177,0,0,0,0,0.0,0.22617063729527234,0.0,0.15831944610669063,Exploratory
CD200R1,Endothelial,-3.2819843502976096,3.2819843502976096,0.0045927711804346,2.3379251913227863,0.8221497759070264,0.00903954802259887,0,0,0,0,0.0,0.22594648713437523,0.0,0.15816254099406266,Exploratory
ABI3BP,Mesenchyme,2.6614202584170017,2.6614202584170017,0.0017655166300759,2.75312818729591,0.8142692002103147,0.15667311411992263,0,0,0,0,0.0,0.22580722558273916,0.0,0.15806505790791742,Exploratory
TSHZ2,Mesenchyme,2.485006090577625,2.485006090577625,0.0002571685800832,3.589782093018549,0.792099851538293,0.218568665377176,0,0,0,0,0.0,0.22559484972023586,0.0,0.15791639480416508,Exploratory
C2,Endothelial,-2.566526638532991,2.566526638532991,0.0146041114934809,1.835524860136259,0.8994798153093831,0.009416195856873822,0,0,0,0,0.0,0.2255552212771849,0.0,0.15788865489402942,Exploratory
GAS1,Endothelial,-2.312856985002546,2.312856985002546,0.0004014378503059,3.396381681664143,0.8974522492418109,0.0192090395480226,0,0,0,0,0.0,0.22551856825939764,0.0,0.15786299778157833,Exploratory
