baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,compartment,gene,direction
30.923788407933202,3.666885904186464,1.0060771613388502,3.6447362539337522,0.00026766615551549865,0.02444452474785697,Endothelial,EFEMP1,up
7.574315281154806,3.4307387055482277,0.7997611741633562,4.289703997117867,1.7891141177610786e-05,0.00285932965365816,Endothelial,HAGLROS,up
3.866430881790929,3.1338155214052072,0.8235693731637,3.805162775015314,0.00014171096620336728,0.0149070801323157,Endothelial,EVA1A,up
31.77061345265461,2.997448481030415,0.6195195920775268,4.838343321764251,1.3092584427289315e-06,0.00034098908775073505,Endothelial,TPD52L1,up
7.829244240114785,2.946263896255245,0.7929944125735754,3.715365265555242,0.00020291036462701748,0.019874914601392304,Endothelial,RP11-322E11.5,up
152.84556814053917,2.9094982986979874,0.7604237867905851,3.826153717491798,0.00013016102954881002,0.014081420919803569,Endothelial,VWA1,up
641.9333411003416,2.8289367846063316,0.45824118070146397,6.173466950909708,6.680852043527076e-10,4.3152877649908304e-07,Endothelial,VWF,up
8.953138532248502,2.821877225636937,0.5986203713373024,4.713967918153096,2.4293892945758286e-06,0.0005694488506485742,Endothelial,CHST1,up
8.746334554167605,2.8109799319516715,0.5929034538057337,4.74104158764556,2.126222788286094e-06,0.0005244923387984528,Endothelial,SNCA,up
54.0227866820416,2.7833369939661345,0.6333198771108822,4.394835997668877,1.1085641513934435e-05,0.0019247958302712825,Endothelial,BMP4,up
765.9011185215853,2.7730872313031716,0.5370469676585972,5.163584189653285,2.422655423068723e-07,8.736468171804749e-05,Endothelial,FABP5,up
13.564967431747085,2.7154127086727415,0.7137180671328363,3.8046013317011247,0.00014203276007752444,0.0149070801323157,Endothelial,LOX,up
235.96114194821035,-5.364685201245133,0.739892855267606,-7.25062441548354,4.1485460050830776e-13,7.29314387693605e-10,Endothelial,CLEC4M,down
7.937494843146955,-5.16265125241729,1.271682048197809,-4.0597028634112196,4.913520296733681e-05,0.006910374945326248,Endothelial,CR1L,down
495.11940850600575,-4.971603658089102,0.6246217023246691,-7.959383478970023,1.728986046106846e-15,4.8632919504893366e-12,Endothelial,CLEC4G,down
5.016982773784688,-4.89161097791667,1.0332717738469956,-4.734099103186194,2.2003020470071615e-06,0.0005244923387984528,Endothelial,F2RL2,down
6.406043813306821,-4.659185226729549,1.0118641072185584,-4.604556277361051,4.133462315292404e-06,0.0008472169555659458,Endothelial,AMHR2,down
39.09041930072458,-4.645676312336541,0.8348744462901148,-5.564520908479444,2.6287361062544266e-08,1.1553295186988205e-05,Endothelial,PVALB,down
10.786264172495237,-4.62351983333098,1.3103628181078337,-3.5284272183541896,0.00041803688595630576,0.032482158917621455,Endothelial,COL10A1,down
350.7211015756586,-4.601675948709068,0.3718590992030756,-12.374783778508675,3.578566977621783e-35,5.032896597327276e-31,Endothelial,FCN2,down
95.58366271912354,-4.285568766725882,0.568644379054105,-7.536465539067822,4.8288050037736234e-14,9.701759081867462e-11,Endothelial,FCGR2B,down
2.9530069251292326,-4.202134696234539,0.9341491247697296,-4.49835533193951,6.848117160731335e-06,0.0013015124290341284,Endothelial,KCNH7,down
237.6140662695584,-4.1469384635329645,0.8528527465743853,-4.862431973385538,1.159522338718593e-06,0.00032711419457157184,Endothelial,CLEC1B,down
3.9374870184730915,-4.07799433162946,1.1280106357506394,-3.6152091145095824,0.0003001052783417222,0.026516881470643905,Endothelial,AL132709.8,down
10.003705460043763,-4.068062740912398,1.0359231611505015,-3.92699274760339,8.601457372415356e-05,0.011201008933856442,Endothelial,RFPL1,down
48.4282548863208,-4.0274338392239315,0.7428813501518801,-5.421368888047242,5.914436830165485e-08,2.4464893993955113e-05,Endothelial,NPY1R,down
25.862229176166256,-3.9839645691219983,0.8102604799562951,-4.916893601100834,8.792830961522407e-07,0.00026883124922358944,Endothelial,MRO,down
